2026-07-06T03:41:53Z,100,30259,405.66
2026-07-06T03:41:59Z,100,30259,420.31
2026-07-06T03:42:04Z,100,30259,385.39
2026-07-06T03:42:09Z,100,30259,386.37
2026-07-06T03:42:14Z,100,30259,405.01
2026-07-06T03:42:19Z,100,30259,385.07
2026-07-06T03:42:24Z,100,30259,385.21
2026-07-06T03:42:29Z,100,30259,384.85
2026-07-06T03:42:34Z,100,30259,402.01
2026-07-06T03:42:39Z,100,30259,404.08
2026-07-06T03:42:44Z,100,30259,405.43
2026-07-06T03:42:49Z,100,30259,444.29
2026-07-06T03:42:54Z,100,30259,443.05
2026-07-06T03:42:59Z,100,30259,388.35
2026-07-06T03:43:04Z,100,30259,438.63
2026-07-06T03:43:09Z,0,30259,372.17
